0/250: 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 
1/250: 0.500 | 0.500 | 0.500 | 0.500 | 0.500 | 
2/250: 0.667 | 0.333 | 0.333 | 0.333 | 0.333 | 
3/250: 0.750 | 0.500 | 0.250 | 0.250 | 0.250 | 
4/250: 0.800 | 0.600 | 0.400 | 0.400 | 0.400 | 
5/250: 0.833 | 0.500 | 0.333 | 0.333 | 0.333 | 
6/250: 0.857 | 0.571 | 0.429 | 0.429 | 0.429 | 
7/250: 0.750 | 0.500 | 0.375 | 0.375 | 0.375 | 
8/250: 0.778 | 0.556 | 0.444 | 0.444 | 0.444 | 
9/250: 0.800 | 0.500 | 0.400 | 0.400 | 0.400 | 
10/250: 0.818 | 0.545 | 0.364 | 0.364 | 0.364 | 
11/250: 0.833 | 0.583 | 0.417 | 0.333 | 0.333 | 
12/250: 0.846 | 0.615 | 0.462 | 0.385 | 0.385 | 
13/250: 0.857 | 0.643 | 0.500 | 0.429 | 0.357 | 
14/250: 0.867 | 0.667 | 0.533 | 0.467 | 0.400 | 
15/250: 0.875 | 0.688 | 0.562 | 0.500 | 0.438 | 
16/250: 0.824 | 0.647 | 0.529 | 0.471 | 0.412 | 
17/250: 0.833 | 0.667 | 0.556 | 0.500 | 0.444 | 
18/250: 0.842 | 0.684 | 0.579 | 0.526 | 0.421 | 
19/250: 0.800 | 0.650 | 0.550 | 0.500 | 0.400 | 
20/250: 0.762 | 0.619 | 0.524 | 0.476 | 0.381 | 
21/250: 0.773 | 0.636 | 0.500 | 0.455 | 0.364 | 
22/250: 0.739 | 0.609 | 0.478 | 0.435 | 0.348 | 
23/250: 0.750 | 0.625 | 0.500 | 0.417 | 0.333 | 
24/250: 0.760 | 0.640 | 0.520 | 0.400 | 0.320 | 
25/250: 0.769 | 0.654 | 0.538 | 0.423 | 0.346 | 
26/250: 0.741 | 0.630 | 0.519 | 0.407 | 0.333 | 
27/250: 0.750 | 0.643 | 0.536 | 0.429 | 0.357 | 
28/250: 0.724 | 0.621 | 0.517 | 0.414 | 0.345 | 
29/250: 0.733 | 0.633 | 0.533 | 0.433 | 0.367 | 
30/250: 0.710 | 0.613 | 0.516 | 0.419 | 0.355 | 
31/250: 0.719 | 0.625 | 0.531 | 0.438 | 0.375 | 
32/250: 0.697 | 0.606 | 0.515 | 0.424 | 0.364 | 
33/250: 0.706 | 0.618 | 0.529 | 0.441 | 0.382 | 
34/250: 0.714 | 0.629 | 0.543 | 0.457 | 0.400 | 
35/250: 0.722 | 0.611 | 0.528 | 0.444 | 0.389 | 
36/250: 0.730 | 0.595 | 0.514 | 0.432 | 0.378 | 
37/250: 0.737 | 0.605 | 0.526 | 0.447 | 0.395 | 
38/250: 0.744 | 0.615 | 0.513 | 0.436 | 0.385 | 
39/250: 0.750 | 0.625 | 0.525 | 0.450 | 0.375 | 
40/250: 0.756 | 0.634 | 0.537 | 0.439 | 0.366 | 
41/250: 0.762 | 0.643 | 0.548 | 0.452 | 0.381 | 
42/250: 0.744 | 0.628 | 0.535 | 0.442 | 0.372 | 
43/250: 0.750 | 0.636 | 0.545 | 0.432 | 0.364 | 
44/250: 0.756 | 0.644 | 0.533 | 0.422 | 0.356 | 
45/250: 0.761 | 0.630 | 0.522 | 0.413 | 0.348 | 
46/250: 0.766 | 0.638 | 0.532 | 0.426 | 0.362 | 
47/250: 0.771 | 0.625 | 0.521 | 0.417 | 0.354 | 
48/250: 0.776 | 0.633 | 0.531 | 0.429 | 0.347 | 
49/250: 0.780 | 0.640 | 0.540 | 0.440 | 0.360 | 
50/250: 0.784 | 0.647 | 0.549 | 0.451 | 0.373 | 
51/250: 0.788 | 0.654 | 0.538 | 0.442 | 0.365 | 
52/250: 0.792 | 0.642 | 0.528 | 0.434 | 0.358 | 
53/250: 0.778 | 0.630 | 0.519 | 0.426 | 0.352 | 
54/250: 0.782 | 0.618 | 0.509 | 0.418 | 0.345 | 
55/250: 0.786 | 0.625 | 0.500 | 0.411 | 0.339 | 
56/250: 0.789 | 0.632 | 0.509 | 0.421 | 0.351 | 
57/250: 0.793 | 0.638 | 0.517 | 0.431 | 0.362 | 
58/250: 0.780 | 0.627 | 0.508 | 0.424 | 0.356 | 
59/250: 0.783 | 0.633 | 0.500 | 0.417 | 0.350 | 
60/250: 0.787 | 0.623 | 0.492 | 0.410 | 0.344 | 
61/250: 0.774 | 0.613 | 0.484 | 0.403 | 0.339 | 
62/250: 0.778 | 0.619 | 0.476 | 0.397 | 0.333 | 
63/250: 0.781 | 0.625 | 0.484 | 0.406 | 0.344 | 
64/250: 0.785 | 0.631 | 0.492 | 0.415 | 0.338 | 
65/250: 0.788 | 0.621 | 0.485 | 0.409 | 0.333 | 
66/250: 0.776 | 0.612 | 0.478 | 0.403 | 0.328 | 
67/250: 0.779 | 0.618 | 0.485 | 0.412 | 0.338 | 
68/250: 0.768 | 0.609 | 0.478 | 0.406 | 0.333 | 
69/250: 0.771 | 0.614 | 0.486 | 0.414 | 0.343 | 
70/250: 0.775 | 0.620 | 0.493 | 0.423 | 0.352 | 
71/250: 0.764 | 0.611 | 0.486 | 0.417 | 0.347 | 
72/250: 0.753 | 0.603 | 0.479 | 0.411 | 0.342 | 
73/250: 0.757 | 0.608 | 0.486 | 0.419 | 0.351 | 
74/250: 0.747 | 0.600 | 0.480 | 0.413 | 0.347 | 
75/250: 0.750 | 0.605 | 0.487 | 0.421 | 0.355 | 
76/250: 0.753 | 0.610 | 0.494 | 0.429 | 0.351 | 
77/250: 0.756 | 0.615 | 0.500 | 0.436 | 0.359 | 
78/250: 0.759 | 0.620 | 0.506 | 0.443 | 0.367 | 
79/250: 0.762 | 0.625 | 0.512 | 0.450 | 0.362 | 
80/250: 0.765 | 0.630 | 0.519 | 0.444 | 0.358 | 
81/250: 0.756 | 0.622 | 0.512 | 0.439 | 0.354 | 
82/250: 0.759 | 0.627 | 0.518 | 0.446 | 0.361 | 
83/250: 0.762 | 0.631 | 0.524 | 0.452 | 0.369 | 
84/250: 0.765 | 0.635 | 0.518 | 0.447 | 0.365 | 
85/250: 0.767 | 0.640 | 0.512 | 0.442 | 0.360 | 
86/250: 0.770 | 0.644 | 0.517 | 0.437 | 0.356 | 
87/250: 0.773 | 0.648 | 0.523 | 0.432 | 0.352 | 
88/250: 0.775 | 0.652 | 0.528 | 0.427 | 0.348 | 
89/250: 0.778 | 0.656 | 0.533 | 0.433 | 0.344 | 
90/250: 0.769 | 0.648 | 0.527 | 0.429 | 0.341 | 
91/250: 0.761 | 0.641 | 0.522 | 0.424 | 0.337 | 
92/250: 0.763 | 0.645 | 0.527 | 0.430 | 0.344 | 
93/250: 0.766 | 0.638 | 0.521 | 0.426 | 0.340 | 
94/250: 0.768 | 0.642 | 0.526 | 0.432 | 0.347 | 
95/250: 0.771 | 0.646 | 0.531 | 0.438 | 0.344 | 
96/250: 0.773 | 0.649 | 0.526 | 0.433 | 0.340 | 
97/250: 0.776 | 0.653 | 0.531 | 0.439 | 0.347 | 
98/250: 0.778 | 0.646 | 0.525 | 0.434 | 0.343 | 
99/250: 0.780 | 0.640 | 0.520 | 0.430 | 0.340 | 
100/250: 0.772 | 0.634 | 0.515 | 0.426 | 0.337 | 
101/250: 0.775 | 0.637 | 0.510 | 0.422 | 0.333 | 
102/250: 0.777 | 0.631 | 0.505 | 0.417 | 0.330 | 
103/250: 0.779 | 0.635 | 0.510 | 0.423 | 0.337 | 
104/250: 0.781 | 0.638 | 0.505 | 0.419 | 0.333 | 
105/250: 0.783 | 0.642 | 0.509 | 0.425 | 0.340 | 
106/250: 0.785 | 0.645 | 0.514 | 0.430 | 0.346 | 
107/250: 0.787 | 0.648 | 0.519 | 0.435 | 0.352 | 
108/250: 0.789 | 0.651 | 0.523 | 0.440 | 0.349 | 
109/250: 0.782 | 0.645 | 0.518 | 0.436 | 0.345 | 
110/250: 0.784 | 0.640 | 0.514 | 0.432 | 0.342 | 
111/250: 0.786 | 0.643 | 0.518 | 0.429 | 0.339 | 
112/250: 0.788 | 0.646 | 0.522 | 0.434 | 0.345 | 
113/250: 0.789 | 0.649 | 0.518 | 0.430 | 0.342 | 
114/250: 0.791 | 0.652 | 0.513 | 0.426 | 0.339 | 
115/250: 0.793 | 0.655 | 0.517 | 0.431 | 0.345 | 
116/250: 0.786 | 0.650 | 0.513 | 0.427 | 0.342 | 
117/250: 0.780 | 0.644 | 0.508 | 0.424 | 0.339 | 
118/250: 0.782 | 0.647 | 0.504 | 0.420 | 0.336 | 
119/250: 0.783 | 0.650 | 0.508 | 0.425 | 0.342 | 
