suite,task_id,task_name,task_description,episode_idx,instance_id,total_episode_idx,policy_name,checkpoint_ref,initial_states_path,success,num_env_steps,error_type,elapsed_s
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,0,libero_goal/put_the_bowl_on_the_stove/0000,500,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,86,,6.914
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,1,libero_goal/put_the_bowl_on_the_stove/0001,501,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,94,,6.908
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,2,libero_goal/put_the_bowl_on_the_stove/0002,502,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,91,,6.816
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,3,libero_goal/put_the_bowl_on_the_stove/0003,503,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,84,,6.436
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,4,libero_goal/put_the_bowl_on_the_stove/0004,504,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,88,,7.768
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,5,libero_goal/put_the_bowl_on_the_stove/0005,505,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,83,,6.387
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,6,libero_goal/put_the_bowl_on_the_stove/0006,506,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,81,,6.306
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,7,libero_goal/put_the_bowl_on_the_stove/0007,507,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,90,,6.628
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,8,libero_goal/put_the_bowl_on_the_stove/0008,508,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,86,,6.721
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,9,libero_goal/put_the_bowl_on_the_stove/0009,509,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,81,,6.900
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,10,libero_goal/put_the_bowl_on_the_stove/0010,510,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,89,,7.991
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,11,libero_goal/put_the_bowl_on_the_stove/0011,511,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,82,,6.341
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,12,libero_goal/put_the_bowl_on_the_stove/0012,512,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,88,,6.591
libero_goal,1,put_the_bowl_on_the_stove,put the bowl on the stove,13,libero_goal/put_the_bowl_on_the_stove/0013,513,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_layer2_4suite_2500_seed20260519,1,81,,6.392
