0/250: 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 
1/250: 0.500 | 0.500 | 0.500 | 0.500 | 0.500 | 
2/250: 0.667 | 0.667 | 0.667 | 0.333 | 0.333 | 
3/250: 0.750 | 0.750 | 0.750 | 0.250 | 0.250 | 
4/250: 0.800 | 0.800 | 0.800 | 0.400 | 0.400 | 
5/250: 0.833 | 0.833 | 0.833 | 0.500 | 0.500 | 
6/250: 0.857 | 0.857 | 0.857 | 0.571 | 0.571 | 
7/250: 0.875 | 0.875 | 0.875 | 0.625 | 0.625 | 
8/250: 0.889 | 0.889 | 0.889 | 0.667 | 0.667 | 
9/250: 0.900 | 0.900 | 0.900 | 0.700 | 0.700 | 
10/250: 0.909 | 0.909 | 0.909 | 0.727 | 0.727 | 
11/250: 0.833 | 0.833 | 0.833 | 0.667 | 0.667 | 
12/250: 0.846 | 0.846 | 0.846 | 0.692 | 0.692 | 
13/250: 0.857 | 0.857 | 0.857 | 0.714 | 0.714 | 
14/250: 0.867 | 0.867 | 0.867 | 0.667 | 0.667 | 
15/250: 0.875 | 0.875 | 0.812 | 0.625 | 0.625 | 
16/250: 0.824 | 0.824 | 0.765 | 0.588 | 0.588 | 
17/250: 0.833 | 0.833 | 0.778 | 0.611 | 0.611 | 
18/250: 0.842 | 0.842 | 0.789 | 0.632 | 0.632 | 
19/250: 0.850 | 0.850 | 0.800 | 0.600 | 0.600 | 
20/250: 0.810 | 0.810 | 0.762 | 0.571 | 0.571 | 
21/250: 0.818 | 0.818 | 0.773 | 0.591 | 0.591 | 
22/250: 0.826 | 0.783 | 0.739 | 0.565 | 0.565 | 
23/250: 0.792 | 0.750 | 0.708 | 0.542 | 0.542 | 
24/250: 0.800 | 0.720 | 0.680 | 0.520 | 0.520 | 
25/250: 0.769 | 0.692 | 0.654 | 0.500 | 0.500 | 
26/250: 0.778 | 0.704 | 0.667 | 0.519 | 0.481 | 
27/250: 0.786 | 0.714 | 0.679 | 0.536 | 0.500 | 
28/250: 0.793 | 0.724 | 0.690 | 0.552 | 0.517 | 
29/250: 0.800 | 0.733 | 0.700 | 0.533 | 0.500 | 
30/250: 0.806 | 0.742 | 0.710 | 0.548 | 0.516 | 
31/250: 0.812 | 0.719 | 0.688 | 0.531 | 0.500 | 
32/250: 0.788 | 0.697 | 0.667 | 0.515 | 0.485 | 
33/250: 0.794 | 0.706 | 0.676 | 0.529 | 0.471 | 
34/250: 0.800 | 0.714 | 0.686 | 0.543 | 0.486 | 
35/250: 0.806 | 0.722 | 0.694 | 0.556 | 0.472 | 
36/250: 0.784 | 0.703 | 0.676 | 0.541 | 0.459 | 
37/250: 0.789 | 0.711 | 0.684 | 0.553 | 0.474 | 
38/250: 0.795 | 0.692 | 0.667 | 0.538 | 0.462 | 
39/250: 0.775 | 0.675 | 0.650 | 0.525 | 0.450 | 
40/250: 0.756 | 0.659 | 0.634 | 0.512 | 0.439 | 
41/250: 0.762 | 0.667 | 0.643 | 0.524 | 0.452 | 
42/250: 0.767 | 0.674 | 0.651 | 0.535 | 0.442 | 
43/250: 0.773 | 0.682 | 0.659 | 0.545 | 0.455 | 
44/250: 0.778 | 0.689 | 0.644 | 0.533 | 0.444 | 
45/250: 0.783 | 0.674 | 0.630 | 0.522 | 0.435 | 
46/250: 0.787 | 0.681 | 0.617 | 0.511 | 0.426 | 
47/250: 0.771 | 0.667 | 0.604 | 0.500 | 0.417 | 
48/250: 0.776 | 0.673 | 0.612 | 0.510 | 0.408 | 
49/250: 0.780 | 0.660 | 0.600 | 0.500 | 0.400 | 
50/250: 0.784 | 0.647 | 0.588 | 0.490 | 0.392 | 
51/250: 0.788 | 0.654 | 0.596 | 0.500 | 0.404 | 
52/250: 0.774 | 0.642 | 0.585 | 0.491 | 0.396 | 
53/250: 0.778 | 0.648 | 0.593 | 0.500 | 0.407 | 
54/250: 0.782 | 0.636 | 0.582 | 0.491 | 0.400 | 
55/250: 0.786 | 0.643 | 0.571 | 0.482 | 0.393 | 
56/250: 0.789 | 0.649 | 0.561 | 0.474 | 0.386 | 
57/250: 0.793 | 0.655 | 0.569 | 0.483 | 0.379 | 
58/250: 0.797 | 0.644 | 0.559 | 0.475 | 0.373 | 
59/250: 0.800 | 0.650 | 0.567 | 0.483 | 0.367 | 
60/250: 0.803 | 0.639 | 0.557 | 0.475 | 0.361 | 
61/250: 0.806 | 0.629 | 0.548 | 0.468 | 0.355 | 
62/250: 0.810 | 0.635 | 0.556 | 0.476 | 0.365 | 
63/250: 0.812 | 0.625 | 0.547 | 0.469 | 0.359 | 
64/250: 0.815 | 0.631 | 0.554 | 0.477 | 0.369 | 
65/250: 0.818 | 0.636 | 0.561 | 0.485 | 0.379 | 
66/250: 0.821 | 0.642 | 0.567 | 0.493 | 0.373 | 
67/250: 0.824 | 0.647 | 0.559 | 0.485 | 0.368 | 
68/250: 0.826 | 0.638 | 0.551 | 0.478 | 0.362 | 
69/250: 0.829 | 0.643 | 0.557 | 0.486 | 0.371 | 
70/250: 0.831 | 0.648 | 0.549 | 0.479 | 0.366 | 
71/250: 0.833 | 0.653 | 0.542 | 0.472 | 0.361 | 
72/250: 0.836 | 0.644 | 0.534 | 0.466 | 0.356 | 
73/250: 0.838 | 0.649 | 0.541 | 0.473 | 0.351 | 
74/250: 0.827 | 0.640 | 0.533 | 0.467 | 0.347 | 
75/250: 0.829 | 0.632 | 0.526 | 0.461 | 0.342 | 
76/250: 0.831 | 0.636 | 0.532 | 0.468 | 0.351 | 
77/250: 0.833 | 0.641 | 0.538 | 0.474 | 0.346 | 
78/250: 0.835 | 0.646 | 0.544 | 0.468 | 0.342 | 
79/250: 0.838 | 0.637 | 0.537 | 0.463 | 0.338 | 
80/250: 0.840 | 0.642 | 0.543 | 0.469 | 0.346 | 
81/250: 0.841 | 0.646 | 0.549 | 0.463 | 0.341 | 
82/250: 0.843 | 0.651 | 0.554 | 0.470 | 0.349 | 
83/250: 0.845 | 0.655 | 0.548 | 0.464 | 0.345 | 
84/250: 0.847 | 0.659 | 0.553 | 0.459 | 0.341 | 
85/250: 0.849 | 0.663 | 0.558 | 0.465 | 0.349 | 
86/250: 0.851 | 0.667 | 0.563 | 0.471 | 0.356 | 
87/250: 0.852 | 0.670 | 0.568 | 0.477 | 0.364 | 
88/250: 0.843 | 0.663 | 0.562 | 0.472 | 0.360 | 
89/250: 0.833 | 0.656 | 0.556 | 0.467 | 0.356 | 
90/250: 0.835 | 0.659 | 0.560 | 0.473 | 0.363 | 
91/250: 0.837 | 0.663 | 0.565 | 0.467 | 0.359 | 
92/250: 0.839 | 0.667 | 0.570 | 0.473 | 0.366 | 
93/250: 0.840 | 0.670 | 0.574 | 0.468 | 0.362 | 
94/250: 0.842 | 0.663 | 0.568 | 0.463 | 0.358 | 
95/250: 0.844 | 0.667 | 0.573 | 0.469 | 0.365 | 
96/250: 0.845 | 0.670 | 0.577 | 0.474 | 0.371 | 
97/250: 0.837 | 0.663 | 0.571 | 0.469 | 0.367 | 
98/250: 0.828 | 0.657 | 0.566 | 0.465 | 0.364 | 
99/250: 0.830 | 0.660 | 0.570 | 0.470 | 0.370 | 
100/250: 0.832 | 0.663 | 0.574 | 0.475 | 0.376 | 
101/250: 0.833 | 0.667 | 0.578 | 0.480 | 0.382 | 
102/250: 0.835 | 0.670 | 0.583 | 0.485 | 0.388 | 
103/250: 0.837 | 0.673 | 0.587 | 0.490 | 0.394 | 
104/250: 0.838 | 0.676 | 0.590 | 0.495 | 0.400 | 
105/250: 0.840 | 0.679 | 0.594 | 0.500 | 0.406 | 
106/250: 0.841 | 0.682 | 0.598 | 0.505 | 0.402 | 
107/250: 0.843 | 0.685 | 0.602 | 0.509 | 0.407 | 
108/250: 0.844 | 0.688 | 0.596 | 0.505 | 0.404 | 
109/250: 0.845 | 0.691 | 0.600 | 0.509 | 0.409 | 
110/250: 0.847 | 0.694 | 0.604 | 0.514 | 0.405 | 
111/250: 0.848 | 0.696 | 0.598 | 0.509 | 0.402 | 
112/250: 0.850 | 0.699 | 0.602 | 0.513 | 0.407 | 
113/250: 0.851 | 0.702 | 0.605 | 0.518 | 0.412 | 
114/250: 0.852 | 0.704 | 0.609 | 0.522 | 0.417 | 
115/250: 0.853 | 0.707 | 0.612 | 0.526 | 0.422 | 
116/250: 0.855 | 0.709 | 0.615 | 0.521 | 0.419 | 
117/250: 0.847 | 0.703 | 0.610 | 0.517 | 0.415 | 
118/250: 0.849 | 0.706 | 0.613 | 0.521 | 0.412 | 
119/250: 0.850 | 0.708 | 0.617 | 0.525 | 0.408 | 
