500:  1/5 : 0.0% | 2/5 : 0.0% | 3/5 : 0.0% | 4/5 : 0.0% | 5/5 : 0.0% | 6/5 : 0.0% ||
501:  1/5 : 50.0% | 2/5 : 50.0% | 3/5 : 50.0% | 4/5 : 50.0% | 5/5 : 50.0% | 6/5 : 250.0% ||
502:  1/5 : 66.7% | 2/5 : 66.7% | 3/5 : 66.7% | 4/5 : 33.3% | 5/5 : 33.3% | 6/5 : 266.7% ||
503:  1/5 : 75.0% | 2/5 : 75.0% | 3/5 : 75.0% | 4/5 : 50.0% | 5/5 : 50.0% | 6/5 : 325.0% ||
504:  1/5 : 80.0% | 2/5 : 80.0% | 3/5 : 80.0% | 4/5 : 60.0% | 5/5 : 60.0% | 6/5 : 360.0% ||
505:  1/5 : 83.3% | 2/5 : 83.3% | 3/5 : 83.3% | 4/5 : 66.7% | 5/5 : 66.7% | 6/5 : 383.3% ||
506:  1/5 : 85.7% | 2/5 : 85.7% | 3/5 : 85.7% | 4/5 : 71.4% | 5/5 : 71.4% | 6/5 : 400.0% ||
507:  1/5 : 87.5% | 2/5 : 87.5% | 3/5 : 87.5% | 4/5 : 75.0% | 5/5 : 75.0% | 6/5 : 412.5% ||
508:  1/5 : 88.9% | 2/5 : 77.8% | 3/5 : 77.8% | 4/5 : 66.7% | 5/5 : 66.7% | 6/5 : 377.8% ||
509:  1/5 : 90.0% | 2/5 : 80.0% | 3/5 : 80.0% | 4/5 : 70.0% | 5/5 : 70.0% | 6/5 : 390.0% ||
510:  1/5 : 90.9% | 2/5 : 81.8% | 3/5 : 81.8% | 4/5 : 72.7% | 5/5 : 72.7% | 6/5 : 400.0% ||
511:  1/5 : 83.3% | 2/5 : 75.0% | 3/5 : 75.0% | 4/5 : 66.7% | 5/5 : 66.7% | 6/5 : 366.7% ||
512:  1/5 : 84.6% | 2/5 : 76.9% | 3/5 : 76.9% | 4/5 : 69.2% | 5/5 : 69.2% | 6/5 : 376.9% ||
