250:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
251:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
252:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
253:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
254:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
255:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 83.3% | 5/5 : 83.3% | 6/5 : 466.7% ||
256:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 85.7% | 5/5 : 85.7% | 6/5 : 471.4% ||
257:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 75.0% | 5/5 : 75.0% | 6/5 : 450.0% ||
258:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 77.8% | 5/5 : 77.8% | 6/5 : 455.6% ||
259:  1/5 : 100.0% | 2/5 : 90.0% | 3/5 : 90.0% | 4/5 : 70.0% | 5/5 : 70.0% | 6/5 : 420.0% ||
260:  1/5 : 100.0% | 2/5 : 90.9% | 3/5 : 90.9% | 4/5 : 72.7% | 5/5 : 72.7% | 6/5 : 427.3% ||
261:  1/5 : 100.0% | 2/5 : 83.3% | 3/5 : 83.3% | 4/5 : 66.7% | 5/5 : 66.7% | 6/5 : 400.0% ||
262:  1/5 : 100.0% | 2/5 : 84.6% | 3/5 : 84.6% | 4/5 : 69.2% | 5/5 : 69.2% | 6/5 : 407.7% ||
263:  1/5 : 100.0% | 2/5 : 85.7% | 3/5 : 85.7% | 4/5 : 71.4% | 5/5 : 71.4% | 6/5 : 414.3% ||
264:  1/5 : 100.0% | 2/5 : 86.7% | 3/5 : 86.7% | 4/5 : 73.3% | 5/5 : 66.7% | 6/5 : 413.3% ||
265:  1/5 : 100.0% | 2/5 : 87.5% | 3/5 : 87.5% | 4/5 : 75.0% | 5/5 : 62.5% | 6/5 : 412.5% ||
266:  1/5 : 94.1% | 2/5 : 82.4% | 3/5 : 82.4% | 4/5 : 70.6% | 5/5 : 58.8% | 6/5 : 388.2% ||
267:  1/5 : 94.4% | 2/5 : 83.3% | 3/5 : 83.3% | 4/5 : 72.2% | 5/5 : 61.1% | 6/5 : 394.4% ||
268:  1/5 : 94.7% | 2/5 : 84.2% | 3/5 : 78.9% | 4/5 : 68.4% | 5/5 : 57.9% | 6/5 : 384.2% ||
269:  1/5 : 95.0% | 2/5 : 85.0% | 3/5 : 80.0% | 4/5 : 70.0% | 5/5 : 60.0% | 6/5 : 390.0% ||
270:  1/5 : 95.2% | 2/5 : 85.7% | 3/5 : 81.0% | 4/5 : 71.4% | 5/5 : 61.9% | 6/5 : 395.2% ||
271:  1/5 : 95.5% | 2/5 : 86.4% | 3/5 : 81.8% | 4/5 : 72.7% | 5/5 : 63.6% | 6/5 : 400.0% ||
272:  1/5 : 95.7% | 2/5 : 87.0% | 3/5 : 82.6% | 4/5 : 73.9% | 5/5 : 65.2% | 6/5 : 404.3% ||
273:  1/5 : 95.8% | 2/5 : 87.5% | 3/5 : 83.3% | 4/5 : 75.0% | 5/5 : 66.7% | 6/5 : 408.3% ||
274:  1/5 : 96.0% | 2/5 : 88.0% | 3/5 : 84.0% | 4/5 : 72.0% | 5/5 : 64.0% | 6/5 : 404.0% ||
275:  1/5 : 96.2% | 2/5 : 88.5% | 3/5 : 84.6% | 4/5 : 73.1% | 5/5 : 61.5% | 6/5 : 403.8% ||
276:  1/5 : 96.3% | 2/5 : 88.9% | 3/5 : 85.2% | 4/5 : 74.1% | 5/5 : 63.0% | 6/5 : 407.4% ||
277:  1/5 : 96.4% | 2/5 : 89.3% | 3/5 : 85.7% | 4/5 : 75.0% | 5/5 : 64.3% | 6/5 : 410.7% ||
278:  1/5 : 96.6% | 2/5 : 89.7% | 3/5 : 86.2% | 4/5 : 75.9% | 5/5 : 65.5% | 6/5 : 413.8% ||
279:  1/5 : 96.7% | 2/5 : 90.0% | 3/5 : 86.7% | 4/5 : 76.7% | 5/5 : 66.7% | 6/5 : 416.7% ||
280:  1/5 : 96.8% | 2/5 : 90.3% | 3/5 : 87.1% | 4/5 : 77.4% | 5/5 : 67.7% | 6/5 : 419.4% ||
281:  1/5 : 96.9% | 2/5 : 90.6% | 3/5 : 87.5% | 4/5 : 78.1% | 5/5 : 68.8% | 6/5 : 421.9% ||
282:  1/5 : 97.0% | 2/5 : 90.9% | 3/5 : 87.9% | 4/5 : 78.8% | 5/5 : 69.7% | 6/5 : 424.2% ||
283:  1/5 : 97.1% | 2/5 : 91.2% | 3/5 : 88.2% | 4/5 : 79.4% | 5/5 : 70.6% | 6/5 : 426.5% ||
284:  1/5 : 97.1% | 2/5 : 91.4% | 3/5 : 88.6% | 4/5 : 80.0% | 5/5 : 71.4% | 6/5 : 428.6% ||
285:  1/5 : 97.2% | 2/5 : 91.7% | 3/5 : 88.9% | 4/5 : 80.6% | 5/5 : 72.2% | 6/5 : 430.6% ||
286:  1/5 : 94.6% | 2/5 : 89.2% | 3/5 : 86.5% | 4/5 : 78.4% | 5/5 : 70.3% | 6/5 : 418.9% ||
287:  1/5 : 94.7% | 2/5 : 89.5% | 3/5 : 86.8% | 4/5 : 78.9% | 5/5 : 71.1% | 6/5 : 421.1% ||
288:  1/5 : 94.9% | 2/5 : 89.7% | 3/5 : 87.2% | 4/5 : 79.5% | 5/5 : 71.8% | 6/5 : 423.1% ||
289:  1/5 : 95.0% | 2/5 : 90.0% | 3/5 : 87.5% | 4/5 : 80.0% | 5/5 : 72.5% | 6/5 : 425.0% ||
290:  1/5 : 95.1% | 2/5 : 90.2% | 3/5 : 87.8% | 4/5 : 80.5% | 5/5 : 73.2% | 6/5 : 426.8% ||
291:  1/5 : 95.2% | 2/5 : 90.5% | 3/5 : 88.1% | 4/5 : 81.0% | 5/5 : 73.8% | 6/5 : 428.6% ||
292:  1/5 : 95.3% | 2/5 : 90.7% | 3/5 : 88.4% | 4/5 : 81.4% | 5/5 : 74.4% | 6/5 : 430.2% ||
293:  1/5 : 95.5% | 2/5 : 90.9% | 3/5 : 88.6% | 4/5 : 81.8% | 5/5 : 75.0% | 6/5 : 431.8% ||
294:  1/5 : 95.6% | 2/5 : 91.1% | 3/5 : 88.9% | 4/5 : 82.2% | 5/5 : 73.3% | 6/5 : 431.1% ||
295:  1/5 : 95.7% | 2/5 : 89.1% | 3/5 : 87.0% | 4/5 : 80.4% | 5/5 : 71.7% | 6/5 : 423.9% ||
296:  1/5 : 95.7% | 2/5 : 89.4% | 3/5 : 87.2% | 4/5 : 80.9% | 5/5 : 72.3% | 6/5 : 425.5% ||
297:  1/5 : 95.8% | 2/5 : 89.6% | 3/5 : 87.5% | 4/5 : 81.2% | 5/5 : 72.9% | 6/5 : 427.1% ||
298:  1/5 : 95.9% | 2/5 : 89.8% | 3/5 : 87.8% | 4/5 : 81.6% | 5/5 : 73.5% | 6/5 : 428.6% ||
299:  1/5 : 96.0% | 2/5 : 90.0% | 3/5 : 88.0% | 4/5 : 82.0% | 5/5 : 74.0% | 6/5 : 430.0% ||
300:  1/5 : 96.1% | 2/5 : 90.2% | 3/5 : 88.2% | 4/5 : 82.4% | 5/5 : 74.5% | 6/5 : 431.4% ||
301:  1/5 : 96.2% | 2/5 : 90.4% | 3/5 : 88.5% | 4/5 : 82.7% | 5/5 : 75.0% | 6/5 : 432.7% ||
302:  1/5 : 94.3% | 2/5 : 88.7% | 3/5 : 86.8% | 4/5 : 81.1% | 5/5 : 73.6% | 6/5 : 424.5% ||
303:  1/5 : 94.4% | 2/5 : 88.9% | 3/5 : 87.0% | 4/5 : 81.5% | 5/5 : 74.1% | 6/5 : 425.9% ||
304:  1/5 : 94.5% | 2/5 : 89.1% | 3/5 : 87.3% | 4/5 : 81.8% | 5/5 : 74.5% | 6/5 : 427.3% ||
305:  1/5 : 94.6% | 2/5 : 89.3% | 3/5 : 87.5% | 4/5 : 82.1% | 5/5 : 75.0% | 6/5 : 428.6% ||
306:  1/5 : 94.7% | 2/5 : 89.5% | 3/5 : 87.7% | 4/5 : 82.5% | 5/5 : 73.7% | 6/5 : 428.1% ||
307:  1/5 : 94.8% | 2/5 : 89.7% | 3/5 : 87.9% | 4/5 : 82.8% | 5/5 : 74.1% | 6/5 : 429.3% ||
308:  1/5 : 94.9% | 2/5 : 89.8% | 3/5 : 88.1% | 4/5 : 83.1% | 5/5 : 74.6% | 6/5 : 430.5% ||
309:  1/5 : 95.0% | 2/5 : 90.0% | 3/5 : 88.3% | 4/5 : 83.3% | 5/5 : 75.0% | 6/5 : 431.7% ||
310:  1/5 : 95.1% | 2/5 : 90.2% | 3/5 : 88.5% | 4/5 : 83.6% | 5/5 : 75.4% | 6/5 : 432.8% ||
311:  1/5 : 95.2% | 2/5 : 90.3% | 3/5 : 88.7% | 4/5 : 83.9% | 5/5 : 75.8% | 6/5 : 433.9% ||
312:  1/5 : 95.2% | 2/5 : 90.5% | 3/5 : 87.3% | 4/5 : 82.5% | 5/5 : 74.6% | 6/5 : 430.2% ||
313:  1/5 : 95.3% | 2/5 : 90.6% | 3/5 : 87.5% | 4/5 : 82.8% | 5/5 : 75.0% | 6/5 : 431.2% ||
314:  1/5 : 95.4% | 2/5 : 90.8% | 3/5 : 87.7% | 4/5 : 83.1% | 5/5 : 75.4% | 6/5 : 432.3% ||
315:  1/5 : 95.5% | 2/5 : 90.9% | 3/5 : 87.9% | 4/5 : 83.3% | 5/5 : 75.8% | 6/5 : 433.3% ||
316:  1/5 : 95.5% | 2/5 : 91.0% | 3/5 : 88.1% | 4/5 : 83.6% | 5/5 : 76.1% | 6/5 : 434.3% ||
317:  1/5 : 95.6% | 2/5 : 91.2% | 3/5 : 88.2% | 4/5 : 83.8% | 5/5 : 76.5% | 6/5 : 435.3% ||
318:  1/5 : 95.7% | 2/5 : 91.3% | 3/5 : 88.4% | 4/5 : 84.1% | 5/5 : 76.8% | 6/5 : 436.2% ||
319:  1/5 : 95.7% | 2/5 : 91.4% | 3/5 : 88.6% | 4/5 : 84.3% | 5/5 : 77.1% | 6/5 : 437.1% ||
320:  1/5 : 95.8% | 2/5 : 91.5% | 3/5 : 88.7% | 4/5 : 84.5% | 5/5 : 77.5% | 6/5 : 438.0% ||
321:  1/5 : 95.8% | 2/5 : 91.7% | 3/5 : 88.9% | 4/5 : 84.7% | 5/5 : 77.8% | 6/5 : 438.9% ||
322:  1/5 : 95.9% | 2/5 : 91.8% | 3/5 : 89.0% | 4/5 : 84.9% | 5/5 : 78.1% | 6/5 : 439.7% ||
323:  1/5 : 95.9% | 2/5 : 91.9% | 3/5 : 89.2% | 4/5 : 85.1% | 5/5 : 78.4% | 6/5 : 440.5% ||
324:  1/5 : 96.0% | 2/5 : 92.0% | 3/5 : 89.3% | 4/5 : 85.3% | 5/5 : 78.7% | 6/5 : 441.3% ||
325:  1/5 : 96.1% | 2/5 : 92.1% | 3/5 : 89.5% | 4/5 : 85.5% | 5/5 : 78.9% | 6/5 : 442.1% ||
326:  1/5 : 96.1% | 2/5 : 92.2% | 3/5 : 89.6% | 4/5 : 85.7% | 5/5 : 79.2% | 6/5 : 442.9% ||
327:  1/5 : 96.2% | 2/5 : 92.3% | 3/5 : 89.7% | 4/5 : 85.9% | 5/5 : 78.2% | 6/5 : 442.3% ||
328:  1/5 : 96.2% | 2/5 : 92.4% | 3/5 : 89.9% | 4/5 : 86.1% | 5/5 : 78.5% | 6/5 : 443.0% ||
329:  1/5 : 96.2% | 2/5 : 92.5% | 3/5 : 90.0% | 4/5 : 86.2% | 5/5 : 78.8% | 6/5 : 443.8% ||
330:  1/5 : 96.3% | 2/5 : 92.6% | 3/5 : 90.1% | 4/5 : 86.4% | 5/5 : 79.0% | 6/5 : 444.4% ||
331:  1/5 : 96.3% | 2/5 : 92.7% | 3/5 : 90.2% | 4/5 : 86.6% | 5/5 : 79.3% | 6/5 : 445.1% ||
332:  1/5 : 96.4% | 2/5 : 92.8% | 3/5 : 90.4% | 4/5 : 86.7% | 5/5 : 79.5% | 6/5 : 445.8% ||
333:  1/5 : 96.4% | 2/5 : 92.9% | 3/5 : 90.5% | 4/5 : 86.9% | 5/5 : 79.8% | 6/5 : 446.4% ||
334:  1/5 : 96.5% | 2/5 : 92.9% | 3/5 : 90.6% | 4/5 : 87.1% | 5/5 : 80.0% | 6/5 : 447.1% ||
335:  1/5 : 96.5% | 2/5 : 93.0% | 3/5 : 90.7% | 4/5 : 87.2% | 5/5 : 80.2% | 6/5 : 447.7% ||
336:  1/5 : 96.6% | 2/5 : 93.1% | 3/5 : 90.8% | 4/5 : 87.4% | 5/5 : 80.5% | 6/5 : 448.3% ||
337:  1/5 : 96.6% | 2/5 : 93.2% | 3/5 : 90.9% | 4/5 : 87.5% | 5/5 : 79.5% | 6/5 : 447.7% ||
338:  1/5 : 96.6% | 2/5 : 93.3% | 3/5 : 91.0% | 4/5 : 87.6% | 5/5 : 79.8% | 6/5 : 448.3% ||
339:  1/5 : 96.7% | 2/5 : 93.3% | 3/5 : 91.1% | 4/5 : 87.8% | 5/5 : 80.0% | 6/5 : 448.9% ||
