suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type
libero_goal,5,push_the_plate_to_the_front_of_the_stove,0,libero_goal/push_the_plate_to_the_front_of_the_stove/0000,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,137,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,1,libero_goal/push_the_plate_to_the_front_of_the_stove/0001,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,124,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,2,libero_goal/push_the_plate_to_the_front_of_the_stove/0002,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,138,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,3,libero_goal/push_the_plate_to_the_front_of_the_stove/0003,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,140,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,4,libero_goal/push_the_plate_to_the_front_of_the_stove/0004,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,121,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,5,libero_goal/push_the_plate_to_the_front_of_the_stove/0005,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,141,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,6,libero_goal/push_the_plate_to_the_front_of_the_stove/0006,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,125,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,7,libero_goal/push_the_plate_to_the_front_of_the_stove/0007,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,145,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,8,libero_goal/push_the_plate_to_the_front_of_the_stove/0008,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,135,
libero_goal,5,push_the_plate_to_the_front_of_the_stove,9,libero_goal/push_the_plate_to_the_front_of_the_stove/0009,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,
