0:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
1:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
2:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
3:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
4:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
5:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
6:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
7:  1/5 : 100.0% | 2/5 : 100.0% | 3/5 : 100.0% | 4/5 : 100.0% | 5/5 : 100.0% | 6/5 : 500.0% ||
8:  1/5 : 100.0% | 2/5 : 88.9% | 3/5 : 88.9% | 4/5 : 88.9% | 5/5 : 88.9% | 6/5 : 455.6% ||
9:  1/5 : 100.0% | 2/5 : 80.0% | 3/5 : 80.0% | 4/5 : 80.0% | 5/5 : 80.0% | 6/5 : 420.0% ||
10:  1/5 : 100.0% | 2/5 : 81.8% | 3/5 : 81.8% | 4/5 : 81.8% | 5/5 : 81.8% | 6/5 : 427.3% ||
11:  1/5 : 100.0% | 2/5 : 83.3% | 3/5 : 83.3% | 4/5 : 83.3% | 5/5 : 83.3% | 6/5 : 433.3% ||
12:  1/5 : 100.0% | 2/5 : 84.6% | 3/5 : 76.9% | 4/5 : 76.9% | 5/5 : 76.9% | 6/5 : 415.4% ||
13:  1/5 : 100.0% | 2/5 : 85.7% | 3/5 : 71.4% | 4/5 : 71.4% | 5/5 : 71.4% | 6/5 : 400.0% ||
14:  1/5 : 100.0% | 2/5 : 86.7% | 3/5 : 73.3% | 4/5 : 73.3% | 5/5 : 73.3% | 6/5 : 406.7% ||
15:  1/5 : 100.0% | 2/5 : 87.5% | 3/5 : 75.0% | 4/5 : 75.0% | 5/5 : 75.0% | 6/5 : 412.5% ||
16:  1/5 : 100.0% | 2/5 : 88.2% | 3/5 : 76.5% | 4/5 : 76.5% | 5/5 : 76.5% | 6/5 : 417.6% ||
17:  1/5 : 100.0% | 2/5 : 88.9% | 3/5 : 77.8% | 4/5 : 77.8% | 5/5 : 77.8% | 6/5 : 422.2% ||
18:  1/5 : 100.0% | 2/5 : 89.5% | 3/5 : 78.9% | 4/5 : 78.9% | 5/5 : 78.9% | 6/5 : 426.3% ||
19:  1/5 : 100.0% | 2/5 : 90.0% | 3/5 : 80.0% | 4/5 : 80.0% | 5/5 : 80.0% | 6/5 : 430.0% ||
20:  1/5 : 100.0% | 2/5 : 90.5% | 3/5 : 81.0% | 4/5 : 81.0% | 5/5 : 81.0% | 6/5 : 433.3% ||
21:  1/5 : 100.0% | 2/5 : 90.9% | 3/5 : 81.8% | 4/5 : 81.8% | 5/5 : 81.8% | 6/5 : 436.4% ||
22:  1/5 : 100.0% | 2/5 : 91.3% | 3/5 : 82.6% | 4/5 : 82.6% | 5/5 : 82.6% | 6/5 : 439.1% ||
23:  1/5 : 100.0% | 2/5 : 91.7% | 3/5 : 83.3% | 4/5 : 83.3% | 5/5 : 83.3% | 6/5 : 441.7% ||
24:  1/5 : 100.0% | 2/5 : 92.0% | 3/5 : 84.0% | 4/5 : 84.0% | 5/5 : 84.0% | 6/5 : 444.0% ||
25:  1/5 : 100.0% | 2/5 : 92.3% | 3/5 : 84.6% | 4/5 : 80.8% | 5/5 : 80.8% | 6/5 : 438.5% ||
26:  1/5 : 96.3% | 2/5 : 88.9% | 3/5 : 81.5% | 4/5 : 77.8% | 5/5 : 77.8% | 6/5 : 422.2% ||
27:  1/5 : 92.9% | 2/5 : 85.7% | 3/5 : 78.6% | 4/5 : 75.0% | 5/5 : 75.0% | 6/5 : 407.1% ||
28:  1/5 : 93.1% | 2/5 : 86.2% | 3/5 : 79.3% | 4/5 : 75.9% | 5/5 : 75.9% | 6/5 : 410.3% ||
29:  1/5 : 93.3% | 2/5 : 86.7% | 3/5 : 80.0% | 4/5 : 76.7% | 5/5 : 76.7% | 6/5 : 413.3% ||
30:  1/5 : 93.5% | 2/5 : 87.1% | 3/5 : 80.6% | 4/5 : 77.4% | 5/5 : 77.4% | 6/5 : 416.1% ||
31:  1/5 : 93.8% | 2/5 : 87.5% | 3/5 : 81.2% | 4/5 : 78.1% | 5/5 : 78.1% | 6/5 : 418.8% ||
32:  1/5 : 93.9% | 2/5 : 87.9% | 3/5 : 78.8% | 4/5 : 75.8% | 5/5 : 75.8% | 6/5 : 412.1% ||
33:  1/5 : 94.1% | 2/5 : 88.2% | 3/5 : 76.5% | 4/5 : 73.5% | 5/5 : 73.5% | 6/5 : 405.9% ||
34:  1/5 : 94.3% | 2/5 : 88.6% | 3/5 : 77.1% | 4/5 : 74.3% | 5/5 : 74.3% | 6/5 : 408.6% ||
35:  1/5 : 94.4% | 2/5 : 88.9% | 3/5 : 77.8% | 4/5 : 75.0% | 5/5 : 75.0% | 6/5 : 411.1% ||
36:  1/5 : 94.6% | 2/5 : 89.2% | 3/5 : 78.4% | 4/5 : 75.7% | 5/5 : 73.0% | 6/5 : 410.8% ||
37:  1/5 : 94.7% | 2/5 : 89.5% | 3/5 : 76.3% | 4/5 : 73.7% | 5/5 : 71.1% | 6/5 : 405.3% ||
38:  1/5 : 94.9% | 2/5 : 89.7% | 3/5 : 74.4% | 4/5 : 71.8% | 5/5 : 69.2% | 6/5 : 400.0% ||
39:  1/5 : 95.0% | 2/5 : 90.0% | 3/5 : 75.0% | 4/5 : 72.5% | 5/5 : 70.0% | 6/5 : 402.5% ||
40:  1/5 : 95.1% | 2/5 : 90.2% | 3/5 : 75.6% | 4/5 : 70.7% | 5/5 : 68.3% | 6/5 : 400.0% ||
41:  1/5 : 95.2% | 2/5 : 90.5% | 3/5 : 76.2% | 4/5 : 71.4% | 5/5 : 69.0% | 6/5 : 402.4% ||
42:  1/5 : 95.3% | 2/5 : 90.7% | 3/5 : 76.7% | 4/5 : 72.1% | 5/5 : 67.4% | 6/5 : 402.3% ||
43:  1/5 : 95.5% | 2/5 : 90.9% | 3/5 : 77.3% | 4/5 : 72.7% | 5/5 : 68.2% | 6/5 : 404.5% ||
44:  1/5 : 93.3% | 2/5 : 88.9% | 3/5 : 75.6% | 4/5 : 71.1% | 5/5 : 66.7% | 6/5 : 395.6% ||
45:  1/5 : 93.5% | 2/5 : 89.1% | 3/5 : 76.1% | 4/5 : 71.7% | 5/5 : 67.4% | 6/5 : 397.8% ||
46:  1/5 : 93.6% | 2/5 : 89.4% | 3/5 : 76.6% | 4/5 : 72.3% | 5/5 : 68.1% | 6/5 : 400.0% ||
47:  1/5 : 93.8% | 2/5 : 87.5% | 3/5 : 75.0% | 4/5 : 70.8% | 5/5 : 66.7% | 6/5 : 393.8% ||
48:  1/5 : 93.9% | 2/5 : 87.8% | 3/5 : 75.5% | 4/5 : 71.4% | 5/5 : 67.3% | 6/5 : 395.9% ||
49:  1/5 : 94.0% | 2/5 : 88.0% | 3/5 : 76.0% | 4/5 : 72.0% | 5/5 : 68.0% | 6/5 : 398.0% ||
50:  1/5 : 94.1% | 2/5 : 86.3% | 3/5 : 74.5% | 4/5 : 70.6% | 5/5 : 66.7% | 6/5 : 392.2% ||
51:  1/5 : 94.2% | 2/5 : 86.5% | 3/5 : 75.0% | 4/5 : 71.2% | 5/5 : 67.3% | 6/5 : 394.2% ||
52:  1/5 : 94.3% | 2/5 : 86.8% | 3/5 : 73.6% | 4/5 : 69.8% | 5/5 : 66.0% | 6/5 : 390.6% ||
53:  1/5 : 94.4% | 2/5 : 87.0% | 3/5 : 74.1% | 4/5 : 70.4% | 5/5 : 66.7% | 6/5 : 392.6% ||
54:  1/5 : 94.5% | 2/5 : 87.3% | 3/5 : 74.5% | 4/5 : 70.9% | 5/5 : 67.3% | 6/5 : 394.5% ||
55:  1/5 : 94.6% | 2/5 : 87.5% | 3/5 : 75.0% | 4/5 : 69.6% | 5/5 : 66.1% | 6/5 : 392.9% ||
56:  1/5 : 94.7% | 2/5 : 87.7% | 3/5 : 73.7% | 4/5 : 68.4% | 5/5 : 64.9% | 6/5 : 389.5% ||
57:  1/5 : 94.8% | 2/5 : 86.2% | 3/5 : 72.4% | 4/5 : 67.2% | 5/5 : 63.8% | 6/5 : 384.5% ||
58:  1/5 : 94.9% | 2/5 : 86.4% | 3/5 : 72.9% | 4/5 : 67.8% | 5/5 : 64.4% | 6/5 : 386.4% ||
59:  1/5 : 95.0% | 2/5 : 86.7% | 3/5 : 73.3% | 4/5 : 68.3% | 5/5 : 65.0% | 6/5 : 388.3% ||
60:  1/5 : 95.1% | 2/5 : 86.9% | 3/5 : 73.8% | 4/5 : 68.9% | 5/5 : 65.6% | 6/5 : 390.2% ||
61:  1/5 : 93.5% | 2/5 : 85.5% | 3/5 : 72.6% | 4/5 : 67.7% | 5/5 : 64.5% | 6/5 : 383.9% ||
62:  1/5 : 93.7% | 2/5 : 85.7% | 3/5 : 73.0% | 4/5 : 68.3% | 5/5 : 65.1% | 6/5 : 385.7% ||
63:  1/5 : 93.8% | 2/5 : 85.9% | 3/5 : 73.4% | 4/5 : 68.8% | 5/5 : 65.6% | 6/5 : 387.5% ||
64:  1/5 : 93.8% | 2/5 : 84.6% | 3/5 : 72.3% | 4/5 : 67.7% | 5/5 : 64.6% | 6/5 : 383.1% ||
65:  1/5 : 93.9% | 2/5 : 84.8% | 3/5 : 72.7% | 4/5 : 68.2% | 5/5 : 65.2% | 6/5 : 384.8% ||
66:  1/5 : 94.0% | 2/5 : 85.1% | 3/5 : 73.1% | 4/5 : 68.7% | 5/5 : 65.7% | 6/5 : 386.6% ||
67:  1/5 : 94.1% | 2/5 : 85.3% | 3/5 : 73.5% | 4/5 : 69.1% | 5/5 : 64.7% | 6/5 : 386.8% ||
68:  1/5 : 94.2% | 2/5 : 85.5% | 3/5 : 73.9% | 4/5 : 69.6% | 5/5 : 65.2% | 6/5 : 388.4% ||
69:  1/5 : 94.3% | 2/5 : 85.7% | 3/5 : 74.3% | 4/5 : 70.0% | 5/5 : 65.7% | 6/5 : 390.0% ||
70:  1/5 : 94.4% | 2/5 : 85.9% | 3/5 : 73.2% | 4/5 : 69.0% | 5/5 : 64.8% | 6/5 : 387.3% ||
71:  1/5 : 94.4% | 2/5 : 86.1% | 3/5 : 73.6% | 4/5 : 69.4% | 5/5 : 65.3% | 6/5 : 388.9% ||
72:  1/5 : 94.5% | 2/5 : 86.3% | 3/5 : 74.0% | 4/5 : 69.9% | 5/5 : 65.8% | 6/5 : 390.4% ||
73:  1/5 : 94.6% | 2/5 : 86.5% | 3/5 : 74.3% | 4/5 : 70.3% | 5/5 : 66.2% | 6/5 : 391.9% ||
74:  1/5 : 94.7% | 2/5 : 86.7% | 3/5 : 74.7% | 4/5 : 70.7% | 5/5 : 66.7% | 6/5 : 393.3% ||
75:  1/5 : 94.7% | 2/5 : 86.8% | 3/5 : 75.0% | 4/5 : 71.1% | 5/5 : 67.1% | 6/5 : 394.7% ||
76:  1/5 : 94.8% | 2/5 : 87.0% | 3/5 : 75.3% | 4/5 : 71.4% | 5/5 : 66.2% | 6/5 : 394.8% ||
77:  1/5 : 94.9% | 2/5 : 87.2% | 3/5 : 75.6% | 4/5 : 71.8% | 5/5 : 66.7% | 6/5 : 396.2% ||
78:  1/5 : 94.9% | 2/5 : 87.3% | 3/5 : 75.9% | 4/5 : 72.2% | 5/5 : 67.1% | 6/5 : 397.5% ||
79:  1/5 : 95.0% | 2/5 : 87.5% | 3/5 : 76.2% | 4/5 : 72.5% | 5/5 : 67.5% | 6/5 : 398.8% ||
80:  1/5 : 95.1% | 2/5 : 87.7% | 3/5 : 76.5% | 4/5 : 72.8% | 5/5 : 67.9% | 6/5 : 400.0% ||
81:  1/5 : 95.1% | 2/5 : 87.8% | 3/5 : 76.8% | 4/5 : 73.2% | 5/5 : 68.3% | 6/5 : 401.2% ||
82:  1/5 : 95.2% | 2/5 : 88.0% | 3/5 : 77.1% | 4/5 : 73.5% | 5/5 : 68.7% | 6/5 : 402.4% ||
83:  1/5 : 95.2% | 2/5 : 88.1% | 3/5 : 77.4% | 4/5 : 73.8% | 5/5 : 69.0% | 6/5 : 403.6% ||
84:  1/5 : 95.3% | 2/5 : 88.2% | 3/5 : 77.6% | 4/5 : 74.1% | 5/5 : 69.4% | 6/5 : 404.7% ||
85:  1/5 : 95.3% | 2/5 : 88.4% | 3/5 : 77.9% | 4/5 : 74.4% | 5/5 : 69.8% | 6/5 : 405.8% ||
86:  1/5 : 95.4% | 2/5 : 88.5% | 3/5 : 78.2% | 4/5 : 74.7% | 5/5 : 70.1% | 6/5 : 406.9% ||
87:  1/5 : 94.3% | 2/5 : 87.5% | 3/5 : 77.3% | 4/5 : 73.9% | 5/5 : 69.3% | 6/5 : 402.3% ||
88:  1/5 : 94.4% | 2/5 : 87.6% | 3/5 : 77.5% | 4/5 : 74.2% | 5/5 : 69.7% | 6/5 : 403.4% ||
89:  1/5 : 94.4% | 2/5 : 87.8% | 3/5 : 77.8% | 4/5 : 74.4% | 5/5 : 70.0% | 6/5 : 404.4% ||
90:  1/5 : 94.5% | 2/5 : 87.9% | 3/5 : 78.0% | 4/5 : 74.7% | 5/5 : 70.3% | 6/5 : 405.5% ||
91:  1/5 : 94.6% | 2/5 : 88.0% | 3/5 : 78.3% | 4/5 : 75.0% | 5/5 : 70.7% | 6/5 : 406.5% ||
92:  1/5 : 94.6% | 2/5 : 88.2% | 3/5 : 77.4% | 4/5 : 74.2% | 5/5 : 69.9% | 6/5 : 404.3% ||
93:  1/5 : 93.6% | 2/5 : 87.2% | 3/5 : 76.6% | 4/5 : 73.4% | 5/5 : 69.1% | 6/5 : 400.0% ||
94:  1/5 : 93.7% | 2/5 : 87.4% | 3/5 : 76.8% | 4/5 : 73.7% | 5/5 : 69.5% | 6/5 : 401.1% ||
95:  1/5 : 93.8% | 2/5 : 87.5% | 3/5 : 77.1% | 4/5 : 74.0% | 5/5 : 69.8% | 6/5 : 402.1% ||
96:  1/5 : 93.8% | 2/5 : 87.6% | 3/5 : 77.3% | 4/5 : 74.2% | 5/5 : 69.1% | 6/5 : 402.1% ||
97:  1/5 : 93.9% | 2/5 : 87.8% | 3/5 : 77.6% | 4/5 : 74.5% | 5/5 : 68.4% | 6/5 : 402.0% ||
98:  1/5 : 93.9% | 2/5 : 87.9% | 3/5 : 76.8% | 4/5 : 73.7% | 5/5 : 67.7% | 6/5 : 400.0% ||
