0/250: 1.000 | 1.000 | 1.000 | 0.000 | 0.000 | 
1/250: 1.000 | 1.000 | 1.000 | 0.500 | 0.500 | 
2/250: 1.000 | 1.000 | 1.000 | 0.667 | 0.333 | 
3/250: 1.000 | 1.000 | 1.000 | 0.750 | 0.500 | 
4/250: 0.800 | 0.800 | 0.800 | 0.600 | 0.400 | 
5/250: 0.833 | 0.667 | 0.667 | 0.500 | 0.333 | 
6/250: 0.857 | 0.714 | 0.714 | 0.571 | 0.429 | 
7/250: 0.875 | 0.750 | 0.750 | 0.625 | 0.375 | 
8/250: 0.889 | 0.778 | 0.667 | 0.556 | 0.333 | 
9/250: 0.800 | 0.700 | 0.600 | 0.500 | 0.300 | 
10/250: 0.727 | 0.636 | 0.545 | 0.455 | 0.273 | 
11/250: 0.750 | 0.667 | 0.500 | 0.417 | 0.250 | 
12/250: 0.769 | 0.692 | 0.538 | 0.462 | 0.308 | 
13/250: 0.786 | 0.714 | 0.571 | 0.500 | 0.357 | 
14/250: 0.800 | 0.667 | 0.533 | 0.467 | 0.333 | 
15/250: 0.812 | 0.688 | 0.562 | 0.500 | 0.375 | 
16/250: 0.824 | 0.706 | 0.588 | 0.529 | 0.412 | 
17/250: 0.833 | 0.722 | 0.611 | 0.556 | 0.444 | 
18/250: 0.842 | 0.737 | 0.632 | 0.579 | 0.474 | 
19/250: 0.850 | 0.750 | 0.650 | 0.550 | 0.450 | 
20/250: 0.857 | 0.762 | 0.619 | 0.524 | 0.429 | 
21/250: 0.864 | 0.773 | 0.636 | 0.545 | 0.409 | 
22/250: 0.826 | 0.739 | 0.609 | 0.522 | 0.391 | 
23/250: 0.833 | 0.750 | 0.625 | 0.542 | 0.417 | 
24/250: 0.800 | 0.720 | 0.600 | 0.520 | 0.400 | 
25/250: 0.808 | 0.731 | 0.615 | 0.538 | 0.385 | 
26/250: 0.815 | 0.741 | 0.630 | 0.556 | 0.407 | 
27/250: 0.821 | 0.750 | 0.643 | 0.536 | 0.393 | 
28/250: 0.828 | 0.759 | 0.655 | 0.517 | 0.379 | 
29/250: 0.833 | 0.767 | 0.667 | 0.500 | 0.367 | 
30/250: 0.839 | 0.774 | 0.645 | 0.484 | 0.355 | 
31/250: 0.844 | 0.781 | 0.656 | 0.500 | 0.375 | 
32/250: 0.848 | 0.788 | 0.667 | 0.515 | 0.394 | 
33/250: 0.824 | 0.765 | 0.647 | 0.500 | 0.382 | 
34/250: 0.829 | 0.771 | 0.657 | 0.514 | 0.400 | 
35/250: 0.833 | 0.778 | 0.667 | 0.528 | 0.389 | 
36/250: 0.838 | 0.757 | 0.649 | 0.514 | 0.378 | 
37/250: 0.842 | 0.763 | 0.658 | 0.526 | 0.368 | 
38/250: 0.846 | 0.769 | 0.667 | 0.538 | 0.359 | 
39/250: 0.850 | 0.775 | 0.675 | 0.550 | 0.375 | 
40/250: 0.854 | 0.780 | 0.683 | 0.561 | 0.390 | 
41/250: 0.857 | 0.786 | 0.690 | 0.571 | 0.405 | 
42/250: 0.860 | 0.791 | 0.698 | 0.581 | 0.395 | 
43/250: 0.864 | 0.795 | 0.682 | 0.568 | 0.386 | 
44/250: 0.867 | 0.800 | 0.689 | 0.578 | 0.400 | 
45/250: 0.870 | 0.804 | 0.696 | 0.565 | 0.391 | 
46/250: 0.872 | 0.809 | 0.702 | 0.574 | 0.404 | 
47/250: 0.875 | 0.812 | 0.708 | 0.583 | 0.417 | 
48/250: 0.857 | 0.796 | 0.694 | 0.571 | 0.408 | 
49/250: 0.860 | 0.800 | 0.700 | 0.580 | 0.420 | 
50/250: 0.863 | 0.804 | 0.706 | 0.569 | 0.412 | 
51/250: 0.865 | 0.808 | 0.712 | 0.577 | 0.423 | 
52/250: 0.849 | 0.792 | 0.698 | 0.566 | 0.415 | 
53/250: 0.852 | 0.796 | 0.704 | 0.574 | 0.426 | 
54/250: 0.855 | 0.800 | 0.709 | 0.582 | 0.436 | 
55/250: 0.857 | 0.804 | 0.714 | 0.571 | 0.429 | 
56/250: 0.860 | 0.807 | 0.719 | 0.579 | 0.439 | 
57/250: 0.862 | 0.810 | 0.724 | 0.586 | 0.448 | 
58/250: 0.864 | 0.814 | 0.729 | 0.593 | 0.458 | 
59/250: 0.867 | 0.817 | 0.717 | 0.583 | 0.450 | 
60/250: 0.869 | 0.820 | 0.721 | 0.590 | 0.459 | 
61/250: 0.871 | 0.823 | 0.726 | 0.597 | 0.468 | 
62/250: 0.873 | 0.825 | 0.730 | 0.603 | 0.476 | 
63/250: 0.875 | 0.828 | 0.734 | 0.609 | 0.484 | 
64/250: 0.877 | 0.831 | 0.738 | 0.615 | 0.492 | 
65/250: 0.879 | 0.833 | 0.742 | 0.606 | 0.485 | 
66/250: 0.881 | 0.836 | 0.746 | 0.612 | 0.493 | 
67/250: 0.868 | 0.824 | 0.735 | 0.603 | 0.485 | 
68/250: 0.870 | 0.826 | 0.739 | 0.609 | 0.478 | 
69/250: 0.871 | 0.829 | 0.743 | 0.600 | 0.471 | 
70/250: 0.873 | 0.831 | 0.746 | 0.592 | 0.465 | 
71/250: 0.875 | 0.833 | 0.750 | 0.597 | 0.472 | 
72/250: 0.877 | 0.836 | 0.753 | 0.603 | 0.479 | 
73/250: 0.878 | 0.838 | 0.743 | 0.595 | 0.473 | 
